Year,Month,US_Gateway_AirportCode,Foreign_Gateway_AirportCode,carriergroup,Total
2015,1,FLL,OSL,0,4782
2015,4,CLT,SJO,1,4783
2015,6,PHL,LHR,1,4786
2015,6,MIA,MAO,0,4788
2015,2,DFW,ICN,0,4788
2015,6,BOS,STI,1,4789
2015,4,MSP,YWG,1,4789
2015,12,ORD,SJD,1,4789
2015,9,MSP,YUL,1,4789
2015,9,GUM,FUK,1,4790
2015,2,DEN,YYC,1,4791
2015,7,STL,YYZ,0,4791
2015,6,MCO,MEX,0,4792
2015,12,EWR,PVR,1,4793
2015,11,ORD,YUL,0,4793
2015,10,JFK,NAS,1,4794
2015,7,IAH,MTY,0,4794
2015,10,SFO,CTU,1,4794
2015,12,BOS,PVG,0,4794
2015,2,MSP,MBJ,1,4795
2015,6,BNA,YYZ,0,4795
2015,11,DTW,YYZ,1,4795
2015,1,DFW,BOG,1,4795
2015,9,DTW,YYZ,1,4798
2015,10,JFK,PLS,1,4798
2015,4,SJU,EIS,1,4799
2015,1,LAX,CPH,0,4800
2015,12,MIA,LPB,1,4801
2015,6,IAH,MID,1,4801
2015,8,LAX,BJX,1,4802
2015,8,EWR,NCL,1,4804
2015,11,DTW,CUN,1,4804
2015,12,DEN,YWG,1,4805
2015,10,PHL,YOW,1,4806
2015,11,IAD,GVA,1,4806
2015,9,CMH,YYZ,0,4806
2015,5,ORD,YYZ,1,4807
2015,1,PHL,NAS,1,4808
2015,6,MIA,BRU,0,4809
2015,12,LGA,YUL,0,4809
2015,2,ORD,AMM,0,4809
2015,2,IAD,YYZ,1,4810
2015,12,JFK,NAS,1,4810
2015,11,PHX,YYZ,0,4810
2015,7,EWR,ANU,1,4814
2015,9,IAH,GDL,1,4814
2015,11,LGA,YUL,1,4818
2015,9,HNL,PEK,0,4818
2015,2,DTW,NGO,1,4818
2015,4,IAD,MAN,1,4820
2015,6,DFW,AUH,0,4820
2015,4,SJU,SXM,1,4821
2015,10,DEN,YVR,1,4821
2015,6,IAH,CUN,1,4822
2015,5,JFK,ORY,0,4823
2015,4,MCO,MEX,0,4826
2015,11,FLL,LGW,0,4826
2015,12,BWI,YYZ,0,4827
2015,6,JFK,ORY,0,4828
2015,8,SJU,STI,1,4828
2015,5,EWR,YYZ,0,4829
2015,4,MCO,MBJ,1,4830
2015,8,MIA,BRU,0,4832
2015,7,SFO,WUH,0,4833
2015,2,MIA,CLO,0,4835
2015,8,MIA,BRU,0,4835
2015,7,MIA,CUN,0,4838
2015,11,LAX,MLM,0,4838
2015,11,FLL,YUL,0,4839
2015,8,BOS,PVG,0,4840
2015,9,DCA,YUL,0,4844
2015,12,BOS,BDA,1,4844
2015,4,ORD,SJD,1,4845
2015,8,IAH,SAL,0,4846
2015,3,BNA,YYZ,0,4846
2015,12,FLL,CPH,0,4848
2015,2,MIA,LIS,0,4849
2015,7,LAX,ZCL,0,4849
2015,10,FAT,GDL,0,4850
2015,4,GUM,FUK,1,4851
2015,8,IAH,GDL,1,4851
2015,12,LAX,LIR,1,4853
2015,12,OGG,YYC,0,4853
2015,5,EWR,YYC,0,4853
2015,9,FLL,GUA,1,4853
2015,7,IAH,SAL,0,4854
2015,11,IAD,AMS,1,4854
2015,9,IAH,TGU,1,4855
2015,2,JFK,MAD,1,4856
2015,3,OAK,ARN,0,4857
2015,10,ORD,YYZ,1,4857
2015,2,MCO,SDQ,1,4859
2015,10,FLL,SDQ,1,4860
2015,12,PHL,AUA,1,4860
2015,11,OAK,ARN,0,4860
2015,8,MIA,SAP,0,4861
2015,2,ORD,YYZ,1,4861
2015,9,OAK,OSL,0,4862
2015,2,LAX,BJX,1,4864
2015,9,PSP,YYC,0,4864
2015,11,DEN,SJD,1,4864
2015,2,ORD,MEX,0,4866
2015,4,FLL,CTG,1,4866
2015,11,IAH,YYC,0,4866
2015,6,ORD,YYZ,1,4866
2015,2,PPG,FGI,0,4866
2015,2,MIA,CWB,1,4867
2015,2,ATL,KIN,1,4867
2015,10,MIA,VVI,1,4868
2015,12,DTW,YYZ,1,4868
2015,11,EWR,GVA,1,4868
2015,3,SJU,EIS,1,4870
2015,3,HNL,AKL,0,4870
2015,10,EWR,YUL,1,4871
2015,4,LAX,BJX,1,4871
2015,1,EWR,LIR,1,4871
2015,12,PHX,GDL,1,4872
2015,3,LAX,LGW,0,4873
2015,9,BWI,NAS,1,4873
2015,10,GUM,PUS,0,4874
2015,12,MIA,VVI,1,4874
2015,3,DTW,YOW,1,4874
2015,6,MIA,BAQ,1,4876
2015,5,JFK,MTY,0,4876
2015,11,MCO,YYC,0,4877
2015,7,DTW,CUN,1,4878
2015,2,DEN,YEG,1,4878
2015,1,MSP,PUJ,1,4878
2015,9,BOS,BDA,1,4879
2015,5,PHL,GLA,1,4879
2015,1,FLL,LGW,0,4881
2015,1,MIA,ASU,1,4882
2015,10,FLL,CPH,0,4882
2015,7,BOS,PVG,0,4883
2015,6,JFK,MTY,0,4883
2015,1,OGG,YEG,0,4884
2015,4,FLL,CTG,1,4884
2015,1,JFK,KWI,0,4886
2015,2,ORD,MEX,1,4886
2015,6,OAK,OSL,0,4887
2015,9,JFK,MTY,0,4887
2015,7,MIA,MAN,0,4889
2015,10,SEA,SJD,1,4889
2015,4,DTW,YYZ,1,4890
2015,8,MIA,MAO,0,4890
2015,8,ATL,PVR,1,4891
2015,5,HNL,PEK,0,4891
2015,4,LAX,JED,0,4892
2015,3,SJU,SXM,1,4893
2015,3,DEN,YWG,1,4894
2015,10,SPN,CAN,0,4895
2015,1,DFW,SLP,1,4897
2015,1,EWR,YUL,0,4897
2015,11,SLC,MEX,1,4897
2015,4,ONT,GDL,0,4898
2015,8,ORD,DUB,1,4899
2015,10,CLT,SXM,1,4900
2015,9,MIA,CUN,0,4902
2015,1,IAD,YYZ,1,4902
2015,7,RSW,YYZ,0,4902
2015,9,IAD,DKR,0,4903
2015,2,EWR,ARN,1,4903
2015,2,ATL,TGU,1,4904
2015,11,MIA,SVO,0,4904
2015,4,JFK,AMM,0,4906
2015,1,ATL,KIN,1,4907
2015,6,ORD,YOW,1,4908
2015,8,IAH,VER,1,4912
2015,3,LAX,MZT,1,4912
2015,3,JFK,LHR,0,4914
2015,1,MIA,VVI,1,4914
2015,3,PHX,SJO,1,4914
2015,9,MIA,MAO,0,4914
2015,8,HNL,AKL,1,4915
2015,6,SFO,YYJ,1,4915
2015,4,SFO,SJD,1,4916
2015,3,IAH,SAL,0,4917
2015,9,LAX,OSL,0,4918
2015,3,MIA,REC,1,4918
2015,10,SEA,PVG,0,4918
2015,7,EWR,LHR,1,4919
2015,6,JFK,KWI,0,4919
2015,1,MIA,SAP,0,4920
2015,4,MCO,GLA,0,4921
2015,7,BOS,BDA,1,4921
2015,6,HNL,PEK,0,4921
2015,12,LAX,LIR,1,4923
2015,4,FAT,GDL,0,4925
2015,7,MIA,POA,1,4926
2015,1,BOS,SNN,0,4927
2015,2,MDW,MLM,0,4927
2015,11,PHL,FRA,1,4930
2015,11,IAH,TGU,1,4931
2015,3,EWR,YUL,1,4931
2015,3,DFW,SLP,1,4932
2015,12,ORD,BRU,1,4932
2015,6,PHX,YEG,1,4932
2015,3,FLL,OSL,0,4934
2015,10,ORD,YQB,1,4934
2015,6,MCO,NAS,1,4936
2015,11,MSP,YEG,1,4937
2015,2,MCO,YYC,0,4937
2015,7,JFK,ORY,0,4938
2015,10,MIA,REC,1,4938
2015,6,SJU,EIS,1,4941
2015,9,LAX,GDL,1,4941
2015,3,MIA,AUA,0,4941
2015,3,MSP,CZM,1,4942
2015,7,LGA,YOW,0,4942
2015,8,ORD,YKF,1,4943
2015,7,MIA,MAO,0,4944
2015,9,SNA,MEX,1,4946
2015,4,HNL,BNE,1,4949
2015,6,EWR,YYC,0,4953
2015,7,MIA,CNF,0,4954
2015,8,CMH,YYZ,0,4956
2015,9,MCO,GLA,0,4956
2015,2,SJU,EIS,1,4956
2015,4,CLT,MEX,1,4956
2015,6,LAX,BJX,1,4957
2015,3,FLL,LGW,0,4957
2015,3,MIA,VVI,1,4959
2015,5,DEN,YWG,1,4959
2015,4,ORD,MBJ,1,4960
2015,3,FLL,YQB,0,4960
2015,9,SFO,YYC,1,4961
2015,1,FLL,ARN,0,4964
2015,10,CMH,YYZ,0,4965
2015,2,MIA,UIO,0,4966
2015,3,SEA,YYZ,0,4966
2015,8,ORD,YYZ,1,4966
2015,2,MSP,SJD,1,5124
2015,4,MIA,REC,1,4967
2015,12,FLL,PLS,1,4968
2015,11,ATL,KIN,1,4969
2015,3,ONT,GDL,0,4969
2015,5,ATL,SXM,1,4970
2015,10,DFW,BOG,1,4973
2015,9,JFK,ORY,0,4975
2015,7,SPN,CAN,0,4975
2015,7,BOS,YHZ,0,4977
2015,4,PHX,YVR,0,4977
2015,5,DCA,YUL,0,4978
2015,9,MIA,BRU,0,4981
2015,5,JFK,BHX,1,4982
2015,2,EWR,BOG,1,4983
2015,10,FLL,MGA,1,4985
2015,12,IAH,SAL,1,4985
2015,7,MIA,LPB,1,4986
2015,1,MIA,CNF,0,4987
2015,9,SFO,CTU,1,4988
2015,10,SFO,WUH,0,4991
2015,5,JFK,GCM,1,4991
2015,9,EWR,OPO,0,4993
2015,2,IAD,BOG,0,4994
2015,2,IAD,CDG,1,4995
2015,2,IAH,GDL,1,4996
2015,4,MCO,SDQ,1,4996
2015,9,IAD,YYZ,1,4996
2015,4,BOS,PDL,0,4997
2015,9,DFW,AGU,1,4997
2015,2,DEN,PVR,1,4997
2015,12,JFK,YYZ,1,4998
2015,9,DFW,PVR,1,4999
2015,8,OAK,OSL,0,5004
2015,9,PDX,YYC,0,5004
2015,3,JFK,VKO,0,5006
2015,10,BOS,CDG,1,5008
2015,6,HNL,AKL,1,5009
2015,10,SLC,MEX,1,5009
2015,6,ORD,YYZ,1,5010
2015,11,MIA,CAP,1,5011
2015,9,LAX,BOG,0,5012
2015,8,BOS,TLV,0,5015
2015,6,IAD,MEX,0,5018
2015,6,FLL,CTG,1,5019
2015,4,IAD,MEX,0,5019
2015,9,PHX,YEG,1,5019
2015,9,IAD,MAD,1,5021
2015,4,JFK,ORY,0,5021
2015,8,IAH,NAS,1,5025
2015,6,GUM,PUS,0,5026
2015,6,EWR,PLS,1,5026
2015,2,CVG,CDG,1,5029
2015,11,SFO,GDL,0,5030
2015,5,EWR,YQB,1,5031
2015,10,MIA,CTG,0,5031
2015,4,IAH,MID,1,5031
2015,1,MIA,SSA,1,5032
2015,1,DEN,YQR,1,5032
2015,6,ATL,SXM,1,5033
2015,12,SJU,EIS,1,5034
2015,4,DTW,YYZ,1,5034
2015,3,DEN,PTY,1,5035
2015,5,DEN,SJD,1,5035
2015,11,DFW,YUL,1,5035
2015,1,LAX,ZLO,1,5036
2015,12,DFW,AUH,0,5036
2015,1,CLE,YYZ,0,5037
2015,9,FLL,KIN,0,5038
2015,6,SAN,YYC,0,5038
2015,6,SAT,MEX,1,5040
2015,7,FLL,CPH,0,5040
2015,7,BNA,YYZ,0,5042
2015,9,IAH,YYZ,1,5042
2015,6,FLL,OSL,0,5042
2015,8,JFK,PUJ,1,5043
2015,2,EWR,VIE,0,5044
2015,7,MCO,NAS,1,5044
2015,12,JFK,NCE,1,5044
2015,8,MIA,MAO,1,5046
2015,6,SPN,CAN,0,5047
2015,11,RDU,YYZ,0,5049
2015,8,LAX,OSL,0,5051
2015,2,JFK,ACC,1,5052
2015,2,EWR,YUL,0,5052
2015,1,BOS,STI,1,5052
2015,4,JFK,LIM,0,5053
2015,8,EWR,YQB,1,5053
2015,5,SFO,WUH,0,5053
2015,11,FLL,ARN,0,5054
2015,7,IAH,GDL,1,5054
2015,11,IAH,YYZ,1,5054
2015,4,LGA,YYZ,0,5054
2015,3,IAD,RUH,0,5054
2015,12,IAD,JED,0,5055
2015,8,GUM,MNL,0,5055
2015,6,TPA,ZRH,0,5058
2015,11,PHX,YYC,1,5058
2015,11,LGA,YUL,0,5059
2015,2,LAX,MEX,0,5060
2015,9,ORD,PTY,0,5061
2015,2,PHX,GDL,1,5061
2015,8,FLL,OSL,0,5061
2015,11,EWR,LIM,1,5061
2015,3,DFW,SAL,1,5061
2015,4,GUM,MNL,0,5062
2015,7,SAT,GDL,0,5063
2015,1,EWR,VIE,0,5064
2015,11,MIA,PLS,1,5064
2015,8,JFK,LHR,0,5065
2015,10,MIA,MAN,0,5069
2015,1,ORD,AMS,1,5069
2015,10,FLL,MDE,1,5071
2015,2,IAD,PEK,0,5071
2015,9,JFK,LIM,0,5072
2015,5,BOS,PUJ,1,5072
2015,5,SPN,CAN,0,5072
2015,10,ATL,PVR,1,5073
2015,4,MIA,MAO,0,5073
2015,8,IAH,BJX,1,5074
2015,9,ORD,HEL,0,5074
2015,7,JFK,BDA,1,5074
2015,11,PHX,YEG,1,5075
2015,11,SJU,EIS,1,5075
2015,9,HNL,MNL,0,5077
2015,12,ORD,SAL,0,5078
2015,8,DFW,BZE,1,5078
2015,10,SMF,GDL,0,5079
2015,9,MIA,VVI,1,5079
2015,2,GUM,MNL,0,5080
2015,1,DFW,LIR,1,5080
2015,12,SAN,YYC,0,5081
2015,7,IAH,BJX,1,5082
2015,10,ATL,KIN,1,5084
2015,1,DEN,KEF,0,5085
2015,1,PHL,AMS,1,5086
2015,1,IAD,GVA,1,5088
2015,5,IAH,RTB,1,5088
2015,4,SEA,YYZ,0,5089
2015,11,IAD,PEK,0,5089
2015,4,IAH,GDL,1,5091
2015,5,MIA,LIS,0,5091
2015,8,FLL,CPH,0,5091
2015,2,HNL,MEL,0,5096
2015,3,LAX,JED,0,5248
2015,8,SFO,WUH,0,5097
2015,3,MSP,YWG,1,5098
2015,8,IAH,MID,1,5098
2015,12,IAD,YTZ,0,5098
2015,5,MIA,MAO,0,5100
2015,12,ORD,YUL,1,5101
2015,2,BOS,PTY,0,5102
2015,6,DFW,BOG,1,5103
2015,5,IAH,BJX,1,5103
2015,1,IAD,MEX,0,5103
2015,12,GUM,FUK,1,5105
2015,7,IAD,PUJ,1,5105
2015,9,PHL,YQB,1,5105
2015,7,HNL,AKL,1,5107
2015,9,PIT,CDG,1,5107
2015,8,MCO,NAS,1,5109
2015,6,JFK,LIR,1,5112
2015,10,SAT,MEX,1,5113
2015,3,ORD,PEK,0,5115
2015,4,PHL,SXM,1,5115
2015,1,SFO,SJD,1,5117
2015,7,LAX,OSL,0,5119
2015,3,MCO,NAS,1,5120
2015,10,BOS,MAD,0,5120
2015,5,IAH,QRO,1,5120
2015,9,LGA,YOW,0,5120
2015,10,DEN,YYC,1,5120
2015,6,EWR,YQB,1,5120
2015,5,FAT,GDL,0,5121
2015,11,BOS,PDL,0,5121
2015,9,DFW,AUH,0,5121
2015,9,JFK,BDA,1,5122
2015,2,MIA,CAP,1,5123
2015,12,EWR,HAM,1,5124
2015,1,EWR,YOW,1,5124
2015,11,PHL,YYZ,1,5126
2015,1,MIA,CWB,1,5127
2015,1,EWR,SAL,0,5128
2015,6,DFW,MTY,1,5128
2015,4,HNL,NGO,1,5128
2015,7,GUM,FUK,1,5129
2015,9,FLL,SAP,1,5130
2015,7,FLL,OSL,0,5132
2015,10,DTW,YOW,1,5132
2015,2,JFK,YYZ,1,5134
2015,10,BNA,YYZ,0,5135
2015,7,JFK,RUH,0,5136
2015,2,DEN,SJD,1,5137
2015,11,FLL,GUA,1,5138
2015,1,SEA,YYC,1,5139
2015,11,PHL,BDA,1,5140
2015,2,MSP,YYZ,0,5140
2015,7,DTW,YOW,1,5142
2015,1,FLL,PTY,1,5142
2015,4,ATL,TGU,1,5143
2015,7,FLL,CTG,1,5149
2015,2,BOS,PDL,0,5149
2015,11,MCO,SDQ,1,5150
2015,6,CLT,SJO,1,5152
2015,4,DEN,KEF,0,5153
2015,2,FLL,CTG,1,5154
2015,6,SNA,PVR,1,5156
2015,10,MIA,BAQ,1,5157
2015,8,SPN,PVG,0,5158
2015,7,HNL,PEK,1,5159
2015,10,MSP,YUL,1,5161
2015,10,ATL,GCM,1,5162
2015,2,SFO,DUB,0,5164
2015,12,DEN,KEF,0,5164
2015,4,LAX,MZT,1,5165
2015,8,BOS,BDA,1,5165
2015,2,JFK,YUL,1,5166
2015,2,SAN,YYZ,0,5167
2015,2,JFK,LIM,0,5170
2015,5,SFO,CTU,1,5170
2015,9,MCO,SDQ,1,5172
2015,4,IAH,QRO,1,5174
2015,12,SEA,YYZ,0,5175
2015,5,BNA,YYZ,0,5176
2015,6,IAH,GDL,1,5177
2015,7,ONT,MEX,0,5177
2015,4,IAH,TGU,1,5178
2015,6,JFK,RUH,0,5179
2015,12,SJC,PEK,0,5179
2015,10,DEN,YYC,1,5179
2015,8,MIA,VVI,1,5179
2015,11,CLT,MUC,0,5180
2015,2,IAH,MID,1,5181
2015,2,ORD,CDG,1,5182
2015,9,DEN,YWG,1,5183
2015,1,LAX,GRU,0,5183
2015,12,ATL,BDA,1,5184
2015,9,EWR,YYZ,1,5185
2015,9,DFW,BOG,1,5188
2015,5,GUM,NGO,1,5188
2015,8,MIA,MAN,0,5188
2015,2,SNA,SJD,1,5190
2015,1,JFK,GCM,1,5191
2015,6,CLT,UVF,1,5191
2015,1,JFK,RUH,0,5191
2015,8,DFW,NAS,1,5192
2015,2,DFW,LIR,1,5193
2015,6,DFW,YEG,1,5195
2015,7,DFW,PUJ,1,5196
2015,9,TPA,ZRH,0,5196
2015,3,MIA,VCP,1,5197
2015,8,DFW,CUU,1,5199
2015,10,DFW,AUH,0,5199
2015,11,ONT,GDL,0,5199
2015,1,ORD,MUC,1,5199
2015,12,BOS,PDL,0,5200
2015,6,MIA,CUN,0,5202
2015,7,IAH,CUN,0,5203
2015,12,DTW,NGO,1,5203
2015,5,DEN,YEG,1,5204
2015,1,RSW,DUS,0,5205
2015,2,ORD,YOW,1,5206
2015,5,SEA,YYZ,0,5206
2015,6,FLL,SAP,1,5207
2015,5,BOS,PTY,0,5207
2015,1,HNL,PEK,1,5208
2015,11,IAD,BOG,0,5209
2015,1,DEN,SJD,1,5522
2015,3,SFO,SJD,1,5210
2015,10,DFW,AMS,0,5210
2015,6,EWR,YYT,1,5211
2015,6,SFO,CDG,0,5211
2015,2,DEN,YWG,1,5211
2015,12,EWR,BFS,1,5212
2015,1,EWR,ORY,0,5212
2015,11,EWR,YYZ,0,5212
2015,5,MCO,GLA,0,5213
2015,8,RSW,YYZ,0,5213
2015,6,JFK,LHR,0,5214
2015,11,IAH,GDL,1,5214
2015,8,PHL,CUN,1,8267
2015,11,MIA,HEL,0,5215
2015,1,EWR,CDG,1,5218
2015,2,LAX,BJX,1,5218
2015,5,IAH,GDL,1,5220
2015,7,HNL,PEK,0,5220
2015,4,MCO,YYC,0,5221
2015,7,ORD,YUL,1,5221
2015,11,IAD,KWI,1,5221
2015,8,MIA,CUN,0,5221
2015,12,IAH,PUJ,1,5222
2015,5,SFO,SJD,1,5225
2015,5,LAX,MLM,0,5225
2015,7,ATL,SXM,1,5226
2015,12,PHL,BRU,1,5226
2015,4,EWR,KEF,0,5227
2015,8,ORD,YQB,1,5229
2015,4,ORD,PEK,0,5233
2015,4,OGG,YYC,0,5235
2015,10,IAD,KWI,1,5237
2015,10,LAX,BOG,0,5237
2015,6,LGA,YOW,0,5237
2015,6,MIA,CDG,0,5238
2015,11,DTW,YYZ,1,5238
2015,12,JFK,KWI,0,5239
2015,4,IAD,KWI,1,5240
2015,1,IAD,KEF,0,5240
2015,9,ATL,TGU,1,5241
2015,2,ATL,PAP,1,5241
2015,7,DEN,YEG,1,5242
2015,4,MIA,BSB,1,5243
2015,7,IAH,VER,1,5244
2015,2,DFW,MBJ,1,5245
2015,3,EWR,HAM,1,5247
2015,9,MIA,FPO,1,5248
2015,11,SFO,SJD,1,5248
2015,7,DFW,CUU,1,5249
2015,6,DCA,BDA,1,5249
2015,1,EWR,PVR,1,5250
2015,3,RDU,YYZ,0,5251
2015,9,SJC,PEK,0,5252
2015,2,EWR,ZRH,1,5252
2015,7,EWR,YQB,1,5252
2015,12,JFK,BHX,1,5253
2015,2,JFK,NAS,1,5253
2015,3,MIA,CTG,0,5254
2015,2,LAX,TLV,0,5256
2015,7,ORD,YQB,1,5258
2015,2,FLL,YUL,0,5258
2015,4,MIA,BAQ,0,5258
2015,9,DEN,YYC,1,5258
2015,4,BWI,SJO,1,5258
2015,1,ORD,TXL,0,5259
2015,9,ORD,YQB,1,5263
2015,7,DCA,YUL,0,5265
2015,7,ORD,YYZ,1,5265
2015,8,GUM,PUS,0,5266
2015,9,MIA,BDA,1,5266
2015,2,LAX,MZT,1,5267
2015,6,MIA,SAP,0,5268
2015,2,MIA,TGU,1,5272
2015,7,MIA,SAP,0,5274
2015,5,LAX,BJX,1,5274
2015,7,PHL,LHR,1,5275
2015,10,MCO,BSB,0,5278
2015,4,DTW,NGO,1,5278
2015,11,DFW,AUH,0,5278
2015,5,FLL,GUA,1,5280
2015,6,JFK,CTG,1,5280
2015,12,MCO,CUN,1,5281
2015,12,PHX,YYC,1,5281
2015,6,DTW,CUN,1,5282
2015,3,ATL,YUL,1,5283
2015,12,ORD,SJD,1,5284
2015,10,DFW,SLP,1,5284
2015,9,IAH,QRO,1,5286
2015,6,SJU,STI,1,5286
2015,10,MSP,YQR,1,5286
2015,7,ONT,GDL,0,5287
2015,5,LAX,JED,0,5287
2015,2,MIA,HEL,0,5287
2015,6,SLC,YYC,1,5288
2015,3,JFK,JED,0,5289
2015,7,GUM,PUS,0,5289
2015,8,LAX,ZCL,0,5290
2015,8,JFK,GYD,0,5290
2015,5,JFK,RUH,0,5290
2015,1,ORD,SAL,0,5290
2015,1,MSP,SJD,1,5293
2015,10,ORD,YOW,1,5294
2015,11,FLL,PAP,1,5295
2015,6,SFO,WUH,0,5295
2015,7,JFK,MTY,0,5296
2015,12,SRQ,YYZ,0,5296
2015,10,FLL,MEX,1,5298
2015,12,GUM,PUS,0,5299
2015,11,DFW,BOG,1,5299
2015,8,MSP,YQR,1,5300
2015,8,JFK,MTY,0,5300
2015,10,IAH,GDL,1,5301
2015,1,GUM,FUK,1,5301
2015,10,FLL,SAP,1,5301
2015,4,JFK,GYE,0,5302
2015,10,JFK,YYC,0,5302
2015,8,DTW,YOW,1,5302
2015,1,JFK,YUL,1,5302
2015,2,IAH,DME,0,5302
2015,4,PHX,YYC,0,5305
2015,10,TPA,YYZ,0,5307
2015,10,FLL,KIN,0,5308
2015,5,SNA,MEX,1,5308
2015,9,ORD,YYC,1,5308
2015,10,MDW,MLM,0,5309
2015,6,CVG,YYZ,0,5311
2015,5,DEN,PVR,1,5311
2015,11,MCO,KEF,0,5312
2015,3,LAX,SJD,1,5312
2015,11,HOU,MBJ,1,5312
2015,6,ATL,ZRH,1,5314
2015,9,BOS,AUA,1,5315
2015,12,JFK,YYZ,1,5316
2015,9,FAT,GDL,0,5316
2015,8,SFO,SJD,1,5316
2015,11,MIA,GND,1,5316
2015,7,JFK,YUL,1,5317
2015,1,DFW,YUL,1,5318
2015,11,SEA,YVR,1,5318
2015,1,EWR,YVR,0,5319
2015,11,JFK,KWI,0,5319
2015,7,CVG,YYZ,0,5320
2015,11,BOS,CUN,1,5320
2015,1,EWR,ARN,1,5320
2015,9,SFO,CUN,1,5321
2015,6,HNL,PEK,1,5322
2015,4,BOS,SNN,0,5323
2015,1,JFK,NAS,1,5324
2015,6,JFK,BOG,1,5324
2015,6,FAT,GDL,0,5324
2015,6,FLL,MGA,1,5324
2015,10,JFK,ACC,1,5325
2015,8,GUM,PUS,0,5325
2015,9,JFK,MBJ,0,5325
2015,9,ORD,YYZ,1,5325
2015,12,MCO,KEF,0,5326
2015,9,IAH,ICN,0,5326
2015,12,SFO,WUH,0,5327
2015,7,JFK,LIM,0,5329
2015,1,ORD,CDG,1,5329
2015,12,IAH,MEX,1,5330
2015,12,IAH,YYC,0,5330
2015,11,PPG,FGI,0,5331
2015,11,JFK,MBJ,0,5331
2015,9,PHL,CUN,1,6618
2015,10,OGG,YVR,0,5332
2015,8,EWR,YYZ,1,5332
2015,4,IAH,DME,0,5333
2015,11,ORD,YYZ,1,5333
2015,8,SJU,SXM,1,5333
2015,9,MCO,MBJ,1,5333
2015,9,DTW,MEX,1,5334
2015,10,DEN,YWG,1,5335
2015,4,LAX,CUN,1,5336
2015,11,MIA,BAQ,1,5337
2015,6,MCO,SDQ,1,5337
2015,7,EWR,YUL,1,5337
2015,2,JFK,YYZ,0,5338
2015,6,DFW,SAL,1,5338
2015,4,DEN,SJD,1,5338
2015,8,FLL,SAP,1,5338
2015,6,PHX,MZT,1,5340
2015,9,IAH,DME,0,5341
2015,9,ATL,YUL,1,5342
2015,6,DCA,YUL,0,5342
2015,1,JFK,MDE,0,5343
2015,12,MCO,YYC,0,5343
2015,3,FLL,CTG,1,5345
2015,2,LAX,PPT,0,5346
2015,3,BWI,YYZ,0,5346
2015,12,PHX,YEG,1,5347
2015,1,IAH,MID,1,5347
2015,12,EWR,POS,1,5347
2015,10,ATL,TGU,1,5348
2015,2,ORD,YYZ,1,5348
2015,1,FLL,CPH,0,5348
2015,2,EWR,YUL,1,5349
2015,8,BOS,YHZ,0,5351
2015,1,ATL,DUS,1,5351
2015,5,JFK,NAS,1,5351
2015,12,LGA,YOW,0,5351
2015,3,BOS,PTY,0,5352
2015,1,PHL,AUA,1,5352
2015,11,LAS,FRA,0,5353
2015,12,SEA,YEG,1,5353
2015,1,JFK,MXP,1,5354
2015,12,LAS,FRA,0,5355
2015,1,EWR,BHX,1,5356
2015,12,PHX,YYZ,0,5358
2015,5,SFO,PVR,1,5358
2015,5,FLL,CTG,1,5359
2015,1,ONT,GDL,0,5359
2015,3,PHL,YHZ,1,5360
2015,10,DCA,YUL,0,5361
2015,2,EWR,LIR,1,5363
2015,12,FLL,YOW,0,5412
2015,2,BWI,NAS,1,5366
2015,2,EWR,YOW,1,5367
2015,1,SJU,STI,1,5367
2015,11,ORD,YOW,1,5368
2015,5,CMH,YYZ,0,5368
2015,11,EWR,ORY,0,5368
2015,12,IAD,DKR,0,5369
2015,6,DEN,YEG,1,5369
2015,8,DEN,YEG,1,5369
2015,2,JFK,GCM,1,5369
2015,5,MIA,CTG,0,5370
2015,3,FLL,CTG,1,5373
2015,9,SEA,YYC,0,5375
2015,7,MSP,YQR,1,5376
2015,2,EWR,GVA,1,5377
2015,12,ORD,MBJ,1,5377
2015,1,HNL,PVG,0,5377
2015,8,ATL,SXM,1,5380
2015,8,ONT,GDL,0,5382
2015,3,JFK,SXM,1,5383
2015,1,ATL,BRU,1,5383
2015,3,BWI,SJO,1,5385
2015,2,JFK,ZRH,1,5385
2015,2,MDW,GDL,0,5385
2015,3,MCO,SDQ,1,5386
2015,6,JFK,ARN,1,5386
2015,10,LAX,MAD,0,5387
2015,7,FLL,MEX,0,5389
2015,3,MIA,BSB,1,5389
2015,8,DFW,AUH,0,5391
2015,6,JFK,AGP,1,5391
2015,1,LGA,YUL,1,5393
2015,12,MCO,NAS,1,5394
2015,6,AUS,SJD,1,5394
2015,3,MCO,CUN,1,5394
2015,3,MSP,SJD,1,5397
2015,7,DEN,YYZ,1,5398
2015,9,PIT,YYZ,0,5399
2015,10,JFK,LHR,0,5400
2015,11,MDW,MLM,0,5401
2015,7,PDX,YYC,0,5401
2015,7,JFK,KWI,0,5401
2015,3,ORD,MTY,1,5404
2015,3,MIA,MAO,0,5405
2015,12,MIA,CNF,0,5405
2015,11,SJC,GDL,1,5408
2015,5,LAX,BJX,1,5411
2015,12,SFO,YUL,0,5412
2015,11,MCO,NAS,0,5412
2015,11,SFO,SJD,1,5413
2015,9,IAD,BOG,0,5413
2015,2,DEN,PTY,1,5413
2015,12,MIA,MAR,1,5414
2015,2,ATL,SAP,1,5414
2015,5,PIT,YYZ,0,5414
2015,12,DEN,YYC,1,5414
